prob,group,measure,solver,performance
1000-268,sophisticated-eax,PQR10,ann_1_nng,3.395
1000-271,sophisticated-eax,PAR10,ann_1_nng,2.7516
1000-271,sophisticated-eax,PQR10,ann_1_nng,2.7395
1000-280,sophisticated-eax,PAR10,ann_1_nng,2.9897
1000-280,sophisticated-eax,PQR10,ann_1_nng,3.021
1000-293,sophisticated-eax,PAR10,ann_1_nng,6.3708
1000-293,sophisticated-eax,PQR10,ann_1_nng,4.2835
1000-297,sophisticated-eax,PAR10,ann_1_nng,2.6466
1000-297,sophisticated-eax,PQR10,ann_1_nng,2.7005
1000-32,sophisticated-eax,PAR10,ann_1_nng,3.2733
1000-32,sophisticated-eax,PQR10,ann_1_nng,3.2425
1000-324,sophisticated-eax,PAR10,ann_1_nng,110.484
1000-324,sophisticated-eax,PQR10,ann_1_nng,120.0525
1000-33,sophisticated-eax,PAR10,ann_1_nng,2.9394
1000-33,sophisticated-eax,PQR10,ann_1_nng,2.944
1000-330,sophisticated-eax,PAR10,ann_1_nng,3.0435
1000-330,sophisticated-eax,PQR10,ann_1_nng,3.0895
1000-334,sophisticated-eax,PAR10,ann_1_nng,3.0939
1000-334,sophisticated-eax,PQR10,ann_1_nng,2.731
1000-338,sophisticated-eax,PAR10,ann_1_nng,3.1748
1000-338,sophisticated-eax,PQR10,ann_1_nng,3.1805
1000-342,sophisticated-eax,PAR10,ann_1_nng,317.583
1000-342,sophisticated-eax,PQR10,ann_1_nng,176.107
1000-348,sophisticated-eax,PAR10,ann_1_nng,3.182
1000-348,sophisticated-eax,PQR10,ann_1_nng,2.898
1000-369,sophisticated-eax,PAR10,ann_1_nng,3.9904
1000-369,sophisticated-eax,PQR10,ann_1_nng,3.2445
1000-37,sophisticated-eax,PAR10,ann_1_nng,5.7609
1000-37,sophisticated-eax,PQR10,ann_1_nng,3.3655
1000-376,sophisticated-eax,PAR10,ann_1_nng,3.347
1000-376,sophisticated-eax,PQR10,ann_1_nng,2.9975
1000-385,sophisticated-eax,PAR10,ann_1_nng,3.4524
1000-385,sophisticated-eax,PQR10,ann_1_nng,3.456
1000-386,sophisticated-eax,PAR10,ann_1_nng,3.5142
1000-386,sophisticated-eax,PQR10,ann_1_nng,3.5345
1000-387,sophisticated-eax,PAR10,ann_1_nng,3.275
1000-387,sophisticated-eax,PQR10,ann_1_nng,3.3705
1000-393,sophisticated-eax,PAR10,ann_1_nng,3.7988
1000-393,sophisticated-eax,PQR10,ann_1_nng,3.001
1000-395,sophisticated-eax,PAR10,ann_1_nng,2.853
1000-395,sophisticated-eax,PQR10,ann_1_nng,2.8925
1000-410,sophisticated-eax,PAR10,ann_1_nng,2.928
1000-410,sophisticated-eax,PQR10,ann_1_nng,3.001
1000-411,sophisticated-eax,PAR10,ann_1_nng,2.6715
1000-411,sophisticated-eax,PQR10,ann_1_nng,2.6865
1000-418,sophisticated-eax,PAR10,ann_1_nng,4.0421
1000-418,sophisticated-eax,PQR10,ann_1_nng,3.302
1000-445,sophisticated-eax,PAR10,ann_1_nng,2.8912
1000-445,sophisticated-eax,PQR10,ann_1_nng,2.79
1000-446,sophisticated-eax,PAR10,ann_1_nng,4.0982
1000-446,sophisticated-eax,PQR10,ann_1_nng,3.235
1000-448,sophisticated-eax,PAR10,ann_1_nng,2.9928
1000-448,sophisticated-eax,PQR10,ann_1_nng,2.9645
1000-459,sophisticated-eax,PAR10,ann_1_nng,4.8504
1000-459,sophisticated-eax,PQR10,ann_1_nng,3.415
1000-46,sophisticated-eax,PAR10,ann_1_nng,2.8036
1000-46,sophisticated-eax,PQR10,ann_1_nng,2.8095
1000-460,sophisticated-eax,PAR10,ann_1_nng,3.3037
1000-460,sophisticated-eax,PQR10,ann_1_nng,3.3465
1000-463,sophisticated-eax,PAR10,ann_1_nng,2.8118
1000-463,sophisticated-eax,PQR10,ann_1_nng,2.8585
1000-470,sophisticated-eax,PAR10,ann_1_nng,2.9722
1000-470,sophisticated-eax,PQR10,ann_1_nng,3.0105
1000-472,sophisticated-eax,PAR10,ann_1_nng,3.1032
1000-472,sophisticated-eax,PQR10,ann_1_nng,3.096
1000-477,sophisticated-eax,PAR10,ann_1_nng,3.3332
1000-477,sophisticated-eax,PQR10,ann_1_nng,3.3395
1000-495,sophisticated-eax,PAR10,ann_1_nng,3.0467
1000-495,sophisticated-eax,PQR10,ann_1_nng,3.17
1000-496,sophisticated-eax,PAR10,ann_1_nng,3.6527
1000-496,sophisticated-eax,PQR10,ann_1_nng,3.611
1000-50,sophisticated-eax,PAR10,ann_1_nng,3.2739
1000-50,sophisticated-eax,PQR10,ann_1_nng,3.2345
1000-52,sophisticated-eax,PAR10,ann_1_nng,3.1234
1000-52,sophisticated-eax,PQR10,ann_1_nng,3.108
1000-54,sophisticated-eax,PAR10,ann_1_nng,3.2255
1000-54,sophisticated-eax,PQR10,ann_1_nng,3.219
1000-56,sophisticated-eax,PAR10,ann_1_nng,3.8362
1000-56,sophisticated-eax,PQR10,ann_1_nng,3.0485
1000-62,sophisticated-eax,PAR10,ann_1_nng,2.4711
1000-62,sophisticated-eax,PQR10,ann_1_nng,2.3745
1000-77,sophisticated-eax,PAR10,ann_1_nng,2.9133
1000-77,sophisticated-eax,PQR10,ann_1_nng,3.0
1000-86,sophisticated-eax,PAR10,ann_1_nng,2.8796
1000-86,sophisticated-eax,PQR10,ann_1_nng,2.882
1000-106,sophisticated-lkh,PAR10,ann_1_nng,2.7025
1000-106,sophisticated-lkh,PQR10,ann_1_nng,1.8705
1000-107,sophisticated-lkh,PAR10,ann_1_nng,2.5536
1000-107,sophisticated-lkh,PQR10,ann_1_nng,2.025
1000-137,sophisticated-lkh,PAR10,ann_1_nng,68.9598
1000-137,sophisticated-lkh,PQR10,ann_1_nng,40.8985
1000-139,sophisticated-lkh,PAR10,ann_1_nng,14.8343
1000-139,sophisticated-lkh,PQR10,ann_1_nng,13.6095
1000-15,sophisticated-lkh,PAR10,ann_1_nng,7.0043
1000-15,sophisticated-lkh,PQR10,ann_1_nng,18.2885
1000-165,sophisticated-lkh,PAR10,ann_1_nng,34.7634
1000-165,sophisticated-lkh,PQR10,ann_1_nng,29.179
1000-171,sophisticated-lkh,PAR10,ann_1_nng,83.1099
1000-171,sophisticated-lkh,PQR10,ann_1_nng,58.4735
1000-182,sophisticated-lkh,PAR10,ann_1_nng,41.7153
1000-182,sophisticated-lkh,PQR10,ann_1_nng,31.8165
1000-19,sophisticated-lkh,PAR10,ann_1_nng,2.2861
1000-19,sophisticated-lkh,PQR10,ann_1_nng,1.9655
1000-193,sophisticated-lkh,PAR10,ann_1_nng,47.8947
1000-193,sophisticated-lkh,PQR10,ann_1_nng,33.3405
1000-205,sophisticated-lkh,PAR10,ann_1_nng,41.5498
1000-205,sophisticated-lkh,PQR10,ann_1_nng,45.4435
1000-23,sophisticated-lkh,PAR10,ann_1_nng,2.0271
1000-23,sophisticated-lkh,PQR10,ann_1_nng,1.572
1000-274,sophisticated-lkh,PAR10,ann_1_nng,89.4284
1000-274,sophisticated-lkh,PQR10,ann_1_nng,90.749
1000-291,sophisticated-lkh,PAR10,ann_1_nng,38.0964
1000-291,sophisticated-lkh,PQR10,ann_1_nng,12.8145
1000-292,sophisticated-lkh,PAR10,ann_1_nng,2.0432
1000-292,sophisticated-lkh,PQR10,ann_1_nng,1.379
1000-296,sophisticated-lkh,PAR10,ann_1_nng,30.0261
1000-296,sophisticated-lkh,PQR10,ann_1_nng,29.086
1000-298,sophisticated-lkh,PAR10,ann_1_nng,167.1031
1000-298,sophisticated-lkh,PQR10,ann_1_nng,155.7855
1000-3,sophisticated-lkh,PAR10,ann_1_nng,1.213
1000-3,sophisticated-lkh,PQR10,ann_1_nng,1.218
1000-304,sophisticated-lkh,PAR10,ann_1_nng,1.6351
1000-304,sophisticated-lkh,PQR10,ann_1_nng,1.261
1000-305,sophisticated-lkh,PAR10,ann_1_nng,4.2899
1000-305,sophisticated-lkh,PQR10,ann_1_nng,3.0015
1000-317,sophisticated-lkh,PAR10,ann_1_nng,216.4894
1000-317,sophisticated-lkh,PQR10,ann_1_nng,148.991
1000-319,sophisticated-lkh,PAR10,ann_1_nng,311.5516
1000-319,sophisticated-lkh,PQR10,ann_1_nng,297.032
1000-325,sophisticated-lkh,PAR10,ann_1_nng,47.4284
1000-325,sophisticated-lkh,PQR10,ann_1_nng,38.3785
1000-364,sophisticated-lkh,PAR10,ann_1_nng,376.8574
1000-364,sophisticated-lkh,PQR10,ann_1_nng,280.2885
1000-367,sophisticated-lkh,PAR10,ann_1_nng,4.4423
1000-367,sophisticated-lkh,PQR10,ann_1_nng,101.2685
1000-369,sophisticated-lkh,PAR10,ann_1_nng,28.3554
1000-369,sophisticated-lkh,PQR10,ann_1_nng,29.168
1000-38,sophisticated-lkh,PAR10,ann_1_nng,93.0182
1000-38,sophisticated-lkh,PQR10,ann_1_nng,62.402
1000-385,sophisticated-lkh,PAR10,ann_1_nng,195.6529
1000-385,sophisticated-lkh,PQR10,ann_1_nng,197.1695
1000-386,sophisticated-lkh,PAR10,ann_1_nng,3.3885
1000-386,sophisticated-lkh,PQR10,ann_1_nng,2.6495
1000-403,sophisticated-lkh,PAR10,ann_1_nng,285.009
1000-403,sophisticated-lkh,PQR10,ann_1_nng,212.917
1000-429,sophisticated-lkh,PAR10,ann_1_nng,2.7319
1000-429,sophisticated-lkh,PQR10,ann_1_nng,2.006
1000-433,sophisticated-lkh,PAR10,ann_1_nng,1.299
1000-433,sophisticated-lkh,PQR10,ann_1_nng,1.22
1000-435,sophisticated-lkh,PAR10,ann_1_nng,24.0589
1000-435,sophisticated-lkh,PQR10,ann_1_nng,16.449
1000-442,sophisticated-lkh,PAR10,ann_1_nng,2.7355
1000-442,sophisticated-lkh,PQR10,ann_1_nng,1.4385
1000-475,sophisticated-lkh,PAR10,ann_1_nng,2.2591
1000-475,sophisticated-lkh,PQR10,ann_1_nng,1.9855
1000-482,sophisticated-lkh,PAR10,ann_1_nng,1.4235
1000-482,sophisticated-lkh,PQR10,ann_1_nng,1.2775
1000-49,sophisticated-lkh,PAR10,ann_1_nng,65.9156
1000-49,sophisticated-lkh,PQR10,ann_1_nng,39.3365
1000-490,sophisticated-lkh,PAR10,ann_1_nng,14.7444
1000-490,sophisticated-lkh,PQR10,ann_1_nng,13.1045
1000-82,sophisticated-lkh,PAR10,ann_1_nng,2.1772
1000-82,sophisticated-lkh,PQR10,ann_1_nng,1.9365
1000-93,sophisticated-lkh,PAR10,ann_1_nng,1.2019
1000-93,sophisticated-lkh,PQR10,ann_1_nng,1.136
