prob,group,measure,solver,performance
1000-310,sophisticated-lkh,PAR10,ann_2_points_mst,10.786
1000-310,sophisticated-lkh,PQR10,ann_2_points_mst,9.05
1000-315,sophisticated-lkh,PAR10,ann_2_points_mst,4.0819
1000-315,sophisticated-lkh,PQR10,ann_2_points_mst,382.4305
1000-345,sophisticated-lkh,PAR10,ann_2_points_mst,1.8783
1000-345,sophisticated-lkh,PQR10,ann_2_points_mst,14.3725
1000-35,sophisticated-lkh,PAR10,ann_2_points_mst,21.5707
1000-35,sophisticated-lkh,PQR10,ann_2_points_mst,74.5335
1000-351,sophisticated-lkh,PAR10,ann_2_points_mst,5.5758
1000-351,sophisticated-lkh,PQR10,ann_2_points_mst,69.424
1000-365,sophisticated-lkh,PAR10,ann_2_points_mst,4.3803
1000-365,sophisticated-lkh,PQR10,ann_2_points_mst,19.271
1000-366,sophisticated-lkh,PAR10,ann_2_points_mst,3.4012
1000-366,sophisticated-lkh,PQR10,ann_2_points_mst,25.2275
1000-368,sophisticated-lkh,PAR10,ann_2_points_mst,5.9906
1000-368,sophisticated-lkh,PQR10,ann_2_points_mst,89.3945
1000-375,sophisticated-lkh,PAR10,ann_2_points_mst,24.8365
1000-375,sophisticated-lkh,PQR10,ann_2_points_mst,18.547
1000-376,sophisticated-lkh,PAR10,ann_2_points_mst,1.3076
1000-376,sophisticated-lkh,PQR10,ann_2_points_mst,59.2805
1000-381,sophisticated-lkh,PAR10,ann_2_points_mst,14.3118
1000-381,sophisticated-lkh,PQR10,ann_2_points_mst,8.674
1000-382,sophisticated-lkh,PAR10,ann_2_points_mst,2.6395
1000-382,sophisticated-lkh,PQR10,ann_2_points_mst,13.59
1000-383,sophisticated-lkh,PAR10,ann_2_points_mst,35.883
1000-383,sophisticated-lkh,PQR10,ann_2_points_mst,15.2605
1000-41,sophisticated-lkh,PAR10,ann_2_points_mst,39.4539
1000-41,sophisticated-lkh,PQR10,ann_2_points_mst,18.6215
1000-410,sophisticated-lkh,PAR10,ann_2_points_mst,34.0974
1000-410,sophisticated-lkh,PQR10,ann_2_points_mst,15.3965
1000-423,sophisticated-lkh,PAR10,ann_2_points_mst,4.3122
1000-423,sophisticated-lkh,PQR10,ann_2_points_mst,24.0495
1000-424,sophisticated-lkh,PAR10,ann_2_points_mst,4.235
1000-424,sophisticated-lkh,PQR10,ann_2_points_mst,100.382
1000-434,sophisticated-lkh,PAR10,ann_2_points_mst,2.5293
1000-434,sophisticated-lkh,PQR10,ann_2_points_mst,174.127
1000-441,sophisticated-lkh,PAR10,ann_2_points_mst,1.1294
1000-441,sophisticated-lkh,PQR10,ann_2_points_mst,23.171
1000-447,sophisticated-lkh,PAR10,ann_2_points_mst,29.4726
1000-447,sophisticated-lkh,PQR10,ann_2_points_mst,131.9055
1000-453,sophisticated-lkh,PAR10,ann_2_points_mst,15.8511
1000-453,sophisticated-lkh,PQR10,ann_2_points_mst,16.098
1000-464,sophisticated-lkh,PAR10,ann_2_points_mst,1.3905
1000-464,sophisticated-lkh,PQR10,ann_2_points_mst,27.7085
1000-465,sophisticated-lkh,PAR10,ann_2_points_mst,27.0968
1000-465,sophisticated-lkh,PQR10,ann_2_points_mst,13.749
1000-474,sophisticated-lkh,PAR10,ann_2_points_mst,30.2469
1000-474,sophisticated-lkh,PQR10,ann_2_points_mst,29.315
1000-486,sophisticated-lkh,PAR10,ann_2_points_mst,1.2391
1000-486,sophisticated-lkh,PQR10,ann_2_points_mst,1.1785
1000-493,sophisticated-lkh,PAR10,ann_2_points_mst,18.8755
1000-493,sophisticated-lkh,PQR10,ann_2_points_mst,115.4785
1000-494,sophisticated-lkh,PAR10,ann_2_points_mst,3.0774
1000-494,sophisticated-lkh,PQR10,ann_2_points_mst,2.3065
1000-496,sophisticated-lkh,PAR10,ann_2_points_mst,275.801
1000-496,sophisticated-lkh,PQR10,ann_2_points_mst,124.9015
1000-498,sophisticated-lkh,PAR10,ann_2_points_mst,39.506
1000-498,sophisticated-lkh,PQR10,ann_2_points_mst,111.2405
1000-57,sophisticated-lkh,PAR10,ann_2_points_mst,1.1052
1000-57,sophisticated-lkh,PQR10,ann_2_points_mst,1.0695
1000-72,sophisticated-lkh,PAR10,ann_2_points_mst,3.1444
1000-72,sophisticated-lkh,PQR10,ann_2_points_mst,291.661
1000-83,sophisticated-lkh,PAR10,ann_2_points_mst,5.8165
1000-83,sophisticated-lkh,PQR10,ann_2_points_mst,139.698
1000-87,sophisticated-lkh,PAR10,ann_2_points_mst,79.722
1000-87,sophisticated-lkh,PQR10,ann_2_points_mst,73.3745
1000-92,sophisticated-lkh,PAR10,ann_2_points_mst,1.6309
1000-92,sophisticated-lkh,PQR10,ann_2_points_mst,85.744
1000-94,sophisticated-lkh,PAR10,ann_2_points_mst,3.3372
1000-94,sophisticated-lkh,PQR10,ann_2_points_mst,61.5055
1000-96,sophisticated-lkh,PAR10,ann_2_points_mst,6.4825
1000-96,sophisticated-lkh,PQR10,ann_2_points_mst,134.0705
