prob,group,measure,solver,performance
1000-112,sophisticated-lkh,PAR10,ann_1_mst,55.3828
1000-112,sophisticated-lkh,PQR10,ann_1_mst,38.637
1000-117,sophisticated-lkh,PAR10,ann_1_mst,46.6663
1000-117,sophisticated-lkh,PQR10,ann_1_mst,27.743
1000-118,sophisticated-lkh,PAR10,ann_1_mst,73.1361
1000-118,sophisticated-lkh,PQR10,ann_1_mst,44.0915
1000-13,sophisticated-lkh,PAR10,ann_1_mst,12.0831
1000-13,sophisticated-lkh,PQR10,ann_1_mst,7.413
1000-130,sophisticated-lkh,PAR10,ann_1_mst,18.1219
1000-130,sophisticated-lkh,PQR10,ann_1_mst,9.8595
1000-133,sophisticated-lkh,PAR10,ann_1_mst,388.5019
1000-133,sophisticated-lkh,PQR10,ann_1_mst,274.816
1000-141,sophisticated-lkh,PAR10,ann_1_mst,12.7088
1000-141,sophisticated-lkh,PQR10,ann_1_mst,1.168
1000-157,sophisticated-lkh,PAR10,ann_1_mst,25.0014
1000-157,sophisticated-lkh,PQR10,ann_1_mst,3.101
1000-16,sophisticated-lkh,PAR10,ann_1_mst,70.6532
1000-16,sophisticated-lkh,PQR10,ann_1_mst,2.136
1000-168,sophisticated-lkh,PAR10,ann_1_mst,202.5105
1000-168,sophisticated-lkh,PQR10,ann_1_mst,123.3955
1000-172,sophisticated-lkh,PAR10,ann_1_mst,434.7324
1000-172,sophisticated-lkh,PQR10,ann_1_mst,2.071
1000-173,sophisticated-lkh,PAR10,ann_1_mst,103.7282
1000-173,sophisticated-lkh,PQR10,ann_1_mst,111.1535
1000-190,sophisticated-lkh,PAR10,ann_1_mst,1.9935
1000-190,sophisticated-lkh,PQR10,ann_1_mst,1.5305
1000-194,sophisticated-lkh,PAR10,ann_1_mst,31.7269
1000-194,sophisticated-lkh,PQR10,ann_1_mst,20.2275
1000-200,sophisticated-lkh,PAR10,ann_1_mst,64.1216
1000-200,sophisticated-lkh,PQR10,ann_1_mst,51.68
1000-204,sophisticated-lkh,PAR10,ann_1_mst,32.9944
1000-204,sophisticated-lkh,PQR10,ann_1_mst,28.091
1000-212,sophisticated-lkh,PAR10,ann_1_mst,154.4457
1000-212,sophisticated-lkh,PQR10,ann_1_mst,171.4165
1000-215,sophisticated-lkh,PAR10,ann_1_mst,78.518
1000-215,sophisticated-lkh,PQR10,ann_1_mst,37.095
1000-24,sophisticated-lkh,PAR10,ann_1_mst,96.9956
1000-24,sophisticated-lkh,PQR10,ann_1_mst,72.6415
1000-251,sophisticated-lkh,PAR10,ann_1_mst,23.8333
1000-251,sophisticated-lkh,PQR10,ann_1_mst,21.4675
1000-261,sophisticated-lkh,PAR10,ann_1_mst,53.8946
1000-261,sophisticated-lkh,PQR10,ann_1_mst,36.408
1000-266,sophisticated-lkh,PAR10,ann_1_mst,119.7574
1000-266,sophisticated-lkh,PQR10,ann_1_mst,50.7925
1000-277,sophisticated-lkh,PAR10,ann_1_mst,14.5037
1000-277,sophisticated-lkh,PQR10,ann_1_mst,11.437
1000-316,sophisticated-lkh,PAR10,ann_1_mst,66.829
1000-316,sophisticated-lkh,PQR10,ann_1_mst,60.695
1000-337,sophisticated-lkh,PAR10,ann_1_mst,112.9038
1000-337,sophisticated-lkh,PQR10,ann_1_mst,16.884
1000-34,sophisticated-lkh,PAR10,ann_1_mst,124.0672
1000-34,sophisticated-lkh,PQR10,ann_1_mst,73.93
1000-341,sophisticated-lkh,PAR10,ann_1_mst,36.9489
1000-341,sophisticated-lkh,PQR10,ann_1_mst,25.8565
1000-352,sophisticated-lkh,PAR10,ann_1_mst,98.4658
1000-352,sophisticated-lkh,PQR10,ann_1_mst,53.1975
1000-359,sophisticated-lkh,PAR10,ann_1_mst,11.8822
1000-359,sophisticated-lkh,PQR10,ann_1_mst,1.4785
1000-39,sophisticated-lkh,PAR10,ann_1_mst,52.257
1000-39,sophisticated-lkh,PQR10,ann_1_mst,49.9815
1000-399,sophisticated-lkh,PAR10,ann_1_mst,41.4591
1000-399,sophisticated-lkh,PQR10,ann_1_mst,35.9305
1000-400,sophisticated-lkh,PAR10,ann_1_mst,52.9545
1000-400,sophisticated-lkh,PQR10,ann_1_mst,34.697
1000-417,sophisticated-lkh,PAR10,ann_1_mst,109.274
1000-417,sophisticated-lkh,PQR10,ann_1_mst,69.9125
1000-431,sophisticated-lkh,PAR10,ann_1_mst,159.1164
1000-431,sophisticated-lkh,PQR10,ann_1_mst,11.174
1000-438,sophisticated-lkh,PAR10,ann_1_mst,39.4901
1000-438,sophisticated-lkh,PQR10,ann_1_mst,4.0715
1000-448,sophisticated-lkh,PAR10,ann_1_mst,31.8315
1000-448,sophisticated-lkh,PQR10,ann_1_mst,1.584
1000-452,sophisticated-lkh,PAR10,ann_1_mst,438.3039
1000-452,sophisticated-lkh,PQR10,ann_1_mst,216.008
1000-455,sophisticated-lkh,PAR10,ann_1_mst,197.8591
1000-455,sophisticated-lkh,PQR10,ann_1_mst,188.1695
1000-459,sophisticated-lkh,PAR10,ann_1_mst,21.7937
1000-459,sophisticated-lkh,PQR10,ann_1_mst,22.1565
1000-466,sophisticated-lkh,PAR10,ann_1_mst,52.9369
1000-466,sophisticated-lkh,PQR10,ann_1_mst,5.511
1000-476,sophisticated-lkh,PAR10,ann_1_mst,57.7198
1000-476,sophisticated-lkh,PQR10,ann_1_mst,72.755
1000-478,sophisticated-lkh,PAR10,ann_1_mst,4539.5186
1000-478,sophisticated-lkh,PQR10,ann_1_mst,967.018
1000-491,sophisticated-lkh,PAR10,ann_1_mst,95.7726
1000-491,sophisticated-lkh,PQR10,ann_1_mst,49.516
1000-499,sophisticated-lkh,PAR10,ann_1_mst,29.7076
1000-499,sophisticated-lkh,PQR10,ann_1_mst,22.064
1000-500,sophisticated-lkh,PAR10,ann_1_mst,159.4055
1000-500,sophisticated-lkh,PQR10,ann_1_mst,68.6815
1000-53,sophisticated-lkh,PAR10,ann_1_mst,1.2629
1000-53,sophisticated-lkh,PQR10,ann_1_mst,1.259
1000-60,sophisticated-lkh,PAR10,ann_1_mst,14.0832
1000-60,sophisticated-lkh,PQR10,ann_1_mst,8.633
1000-64,sophisticated-lkh,PAR10,ann_1_mst,75.3309
1000-64,sophisticated-lkh,PQR10,ann_1_mst,68.836
1000-65,sophisticated-lkh,PAR10,ann_1_mst,198.491
1000-65,sophisticated-lkh,PQR10,ann_1_mst,1.139
1000-75,sophisticated-lkh,PAR10,ann_1_mst,54.2041
1000-75,sophisticated-lkh,PQR10,ann_1_mst,37.623
1000-78,sophisticated-lkh,PAR10,ann_1_mst,27.6432
1000-78,sophisticated-lkh,PQR10,ann_1_mst,27.7965
1000-81,sophisticated-lkh,PAR10,ann_1_mst,250.2318
1000-81,sophisticated-lkh,PQR10,ann_1_mst,198.4045
1000-95,sophisticated-lkh,PAR10,ann_1_mst,68.5025
1000-95,sophisticated-lkh,PQR10,ann_1_mst,1.895
