prob,group,measure,solver,performance
1000-55,sophisticated-eax,PAR10,ann_1_mst,3.4462
1000-55,sophisticated-eax,PQR10,ann_1_mst,3.564
1000-74,sophisticated-eax,PAR10,ann_1_mst,3.1568
1000-74,sophisticated-eax,PQR10,ann_1_mst,3.146
1000-76,sophisticated-eax,PAR10,ann_1_mst,4.5091
1000-76,sophisticated-eax,PQR10,ann_1_mst,3.844
1000-94,sophisticated-eax,PAR10,ann_1_mst,3.5998
1000-94,sophisticated-eax,PQR10,ann_1_mst,3.169
1000-105,sophisticated-lkh,PAR10,ann_1_mst,22.0206
1000-105,sophisticated-lkh,PQR10,ann_1_mst,14.7025
1000-108,sophisticated-lkh,PAR10,ann_1_mst,659.1653
1000-108,sophisticated-lkh,PQR10,ann_1_mst,210.116
1000-111,sophisticated-lkh,PAR10,ann_1_mst,361.9198
1000-111,sophisticated-lkh,PQR10,ann_1_mst,261.7155
1000-158,sophisticated-lkh,PAR10,ann_1_mst,59.7616
1000-158,sophisticated-lkh,PQR10,ann_1_mst,39.9825
1000-169,sophisticated-lkh,PAR10,ann_1_mst,245.2984
1000-169,sophisticated-lkh,PQR10,ann_1_mst,152.3695
1000-184,sophisticated-lkh,PAR10,ann_1_mst,67.3574
1000-184,sophisticated-lkh,PQR10,ann_1_mst,42.208
1000-187,sophisticated-lkh,PAR10,ann_1_mst,53.574
1000-187,sophisticated-lkh,PQR10,ann_1_mst,41.347
1000-202,sophisticated-lkh,PAR10,ann_1_mst,46.4006
1000-202,sophisticated-lkh,PQR10,ann_1_mst,37.3835
1000-209,sophisticated-lkh,PAR10,ann_1_mst,4.2047
1000-209,sophisticated-lkh,PQR10,ann_1_mst,4.38
1000-211,sophisticated-lkh,PAR10,ann_1_mst,11.2343
1000-211,sophisticated-lkh,PQR10,ann_1_mst,6.448
1000-221,sophisticated-lkh,PAR10,ann_1_mst,115.898
1000-221,sophisticated-lkh,PQR10,ann_1_mst,88.8305
1000-222,sophisticated-lkh,PAR10,ann_1_mst,120.607
1000-222,sophisticated-lkh,PQR10,ann_1_mst,84.5085
1000-228,sophisticated-lkh,PAR10,ann_1_mst,15.7674
1000-228,sophisticated-lkh,PQR10,ann_1_mst,9.3045
1000-237,sophisticated-lkh,PAR10,ann_1_mst,45.4744
1000-237,sophisticated-lkh,PQR10,ann_1_mst,35.752
1000-244,sophisticated-lkh,PAR10,ann_1_mst,39.5771
1000-244,sophisticated-lkh,PQR10,ann_1_mst,35.0085
1000-249,sophisticated-lkh,PAR10,ann_1_mst,82.9117
1000-249,sophisticated-lkh,PQR10,ann_1_mst,78.7945
1000-252,sophisticated-lkh,PAR10,ann_1_mst,7.8651
1000-252,sophisticated-lkh,PQR10,ann_1_mst,3.5425
1000-256,sophisticated-lkh,PAR10,ann_1_mst,154.0658
1000-256,sophisticated-lkh,PQR10,ann_1_mst,137.5365
1000-280,sophisticated-lkh,PAR10,ann_1_mst,2.4176
1000-280,sophisticated-lkh,PQR10,ann_1_mst,1.878
1000-283,sophisticated-lkh,PAR10,ann_1_mst,43.3589
1000-283,sophisticated-lkh,PQR10,ann_1_mst,34.178
1000-284,sophisticated-lkh,PAR10,ann_1_mst,105.1447
1000-284,sophisticated-lkh,PQR10,ann_1_mst,75.9715
1000-285,sophisticated-lkh,PAR10,ann_1_mst,1.3349
1000-285,sophisticated-lkh,PQR10,ann_1_mst,1.352
1000-288,sophisticated-lkh,PAR10,ann_1_mst,1.3376
1000-288,sophisticated-lkh,PQR10,ann_1_mst,1.2985
1000-295,sophisticated-lkh,PAR10,ann_1_mst,2.4794
1000-295,sophisticated-lkh,PQR10,ann_1_mst,1.771
1000-30,sophisticated-lkh,PAR10,ann_1_mst,121.1297
1000-30,sophisticated-lkh,PQR10,ann_1_mst,41.1435
1000-301,sophisticated-lkh,PAR10,ann_1_mst,3.6807
1000-301,sophisticated-lkh,PQR10,ann_1_mst,3.698
1000-332,sophisticated-lkh,PAR10,ann_1_mst,77.134
1000-332,sophisticated-lkh,PQR10,ann_1_mst,81.181
1000-333,sophisticated-lkh,PAR10,ann_1_mst,48.942
1000-333,sophisticated-lkh,PQR10,ann_1_mst,33.3865
1000-334,sophisticated-lkh,PAR10,ann_1_mst,92.1445
1000-334,sophisticated-lkh,PQR10,ann_1_mst,51.5875
1000-346,sophisticated-lkh,PAR10,ann_1_mst,72.8252
1000-346,sophisticated-lkh,PQR10,ann_1_mst,64.2355
1000-360,sophisticated-lkh,PAR10,ann_1_mst,150.2499
1000-360,sophisticated-lkh,PQR10,ann_1_mst,131.0985
1000-370,sophisticated-lkh,PAR10,ann_1_mst,31.3366
1000-370,sophisticated-lkh,PQR10,ann_1_mst,20.269
1000-390,sophisticated-lkh,PAR10,ann_1_mst,243.1376
1000-390,sophisticated-lkh,PQR10,ann_1_mst,179.019
1000-393,sophisticated-lkh,PAR10,ann_1_mst,35.9975
1000-393,sophisticated-lkh,PQR10,ann_1_mst,27.694
1000-398,sophisticated-lkh,PAR10,ann_1_mst,12.2424
1000-398,sophisticated-lkh,PQR10,ann_1_mst,9.5635
1000-413,sophisticated-lkh,PAR10,ann_1_mst,74.6619
1000-413,sophisticated-lkh,PQR10,ann_1_mst,67.606
1000-414,sophisticated-lkh,PAR10,ann_1_mst,219.1778
1000-414,sophisticated-lkh,PQR10,ann_1_mst,156.1565
1000-416,sophisticated-lkh,PAR10,ann_1_mst,111.675
1000-416,sophisticated-lkh,PQR10,ann_1_mst,99.683
1000-422,sophisticated-lkh,PAR10,ann_1_mst,12.9881
1000-422,sophisticated-lkh,PQR10,ann_1_mst,4.9805
1000-444,sophisticated-lkh,PAR10,ann_1_mst,391.6207
1000-444,sophisticated-lkh,PQR10,ann_1_mst,264.8865
1000-484,sophisticated-lkh,PAR10,ann_1_mst,44.9268
1000-484,sophisticated-lkh,PQR10,ann_1_mst,41.626
1000-487,sophisticated-lkh,PAR10,ann_1_mst,9.6796
1000-487,sophisticated-lkh,PQR10,ann_1_mst,8.8445
1000-50,sophisticated-lkh,PAR10,ann_1_mst,29.8796
1000-50,sophisticated-lkh,PQR10,ann_1_mst,15.3855
1000-54,sophisticated-lkh,PAR10,ann_1_mst,67.99
1000-54,sophisticated-lkh,PQR10,ann_1_mst,62.339
1000-62,sophisticated-lkh,PAR10,ann_1_mst,65.5815
1000-62,sophisticated-lkh,PQR10,ann_1_mst,38.6165
1000-63,sophisticated-lkh,PAR10,ann_1_mst,87.6135
1000-63,sophisticated-lkh,PQR10,ann_1_mst,74.61
1000-66,sophisticated-lkh,PAR10,ann_1_mst,73.1923
1000-66,sophisticated-lkh,PQR10,ann_1_mst,41.522
1000-73,sophisticated-lkh,PAR10,ann_1_mst,29.8669
1000-73,sophisticated-lkh,PQR10,ann_1_mst,20.5945
1000-80,sophisticated-lkh,PAR10,ann_1_mst,1.298
1000-80,sophisticated-lkh,PQR10,ann_1_mst,1.229
