prob,group,measure,solver,performance
1000-186,sophisticated-lkh,PQR10,ann_2_points_mst,7.9045
1000-206,sophisticated-lkh,PAR10,ann_2_points_mst,33.0521
1000-206,sophisticated-lkh,PQR10,ann_2_points_mst,32.467
1000-214,sophisticated-lkh,PAR10,ann_2_points_mst,200.3568
1000-214,sophisticated-lkh,PQR10,ann_2_points_mst,156.273
1000-224,sophisticated-lkh,PAR10,ann_2_points_mst,78.2267
1000-224,sophisticated-lkh,PQR10,ann_2_points_mst,54.7835
1000-226,sophisticated-lkh,PAR10,ann_2_points_mst,42.5384
1000-226,sophisticated-lkh,PQR10,ann_2_points_mst,40.305
1000-229,sophisticated-lkh,PAR10,ann_2_points_mst,75.5345
1000-229,sophisticated-lkh,PQR10,ann_2_points_mst,74.6375
1000-232,sophisticated-lkh,PAR10,ann_2_points_mst,102.1294
1000-232,sophisticated-lkh,PQR10,ann_2_points_mst,71.367
1000-245,sophisticated-lkh,PAR10,ann_2_points_mst,48.9944
1000-245,sophisticated-lkh,PQR10,ann_2_points_mst,47.06
1000-26,sophisticated-lkh,PAR10,ann_2_points_mst,134.7849
1000-26,sophisticated-lkh,PQR10,ann_2_points_mst,64.6355
1000-260,sophisticated-lkh,PAR10,ann_2_points_mst,1.974
1000-260,sophisticated-lkh,PQR10,ann_2_points_mst,1.7205
1000-263,sophisticated-lkh,PAR10,ann_2_points_mst,275.2251
1000-263,sophisticated-lkh,PQR10,ann_2_points_mst,227.43
1000-265,sophisticated-lkh,PAR10,ann_2_points_mst,52.9493
1000-265,sophisticated-lkh,PQR10,ann_2_points_mst,21.8995
1000-271,sophisticated-lkh,PAR10,ann_2_points_mst,98.2585
1000-271,sophisticated-lkh,PQR10,ann_2_points_mst,75.3455
1000-286,sophisticated-lkh,PAR10,ann_2_points_mst,75.7987
1000-286,sophisticated-lkh,PQR10,ann_2_points_mst,48.093
1000-290,sophisticated-lkh,PAR10,ann_2_points_mst,96.9676
1000-290,sophisticated-lkh,PQR10,ann_2_points_mst,53.815
1000-321,sophisticated-lkh,PAR10,ann_2_points_mst,3.4226
1000-321,sophisticated-lkh,PQR10,ann_2_points_mst,2.3335
1000-322,sophisticated-lkh,PAR10,ann_2_points_mst,108.3398
1000-322,sophisticated-lkh,PQR10,ann_2_points_mst,90.8705
1000-329,sophisticated-lkh,PAR10,ann_2_points_mst,100.7481
1000-329,sophisticated-lkh,PQR10,ann_2_points_mst,55.6385
1000-350,sophisticated-lkh,PAR10,ann_2_points_mst,2.2854
1000-350,sophisticated-lkh,PQR10,ann_2_points_mst,1.2505
1000-353,sophisticated-lkh,PAR10,ann_2_points_mst,10.9185
1000-353,sophisticated-lkh,PQR10,ann_2_points_mst,10.793
1000-357,sophisticated-lkh,PAR10,ann_2_points_mst,16.0213
1000-357,sophisticated-lkh,PQR10,ann_2_points_mst,13.261
1000-36,sophisticated-lkh,PAR10,ann_2_points_mst,23.7258
1000-36,sophisticated-lkh,PQR10,ann_2_points_mst,19.679
1000-374,sophisticated-lkh,PAR10,ann_2_points_mst,253.9862
1000-374,sophisticated-lkh,PQR10,ann_2_points_mst,207.3065
1000-389,sophisticated-lkh,PAR10,ann_2_points_mst,2.0757
1000-389,sophisticated-lkh,PQR10,ann_2_points_mst,1.9795
1000-406,sophisticated-lkh,PAR10,ann_2_points_mst,176.7246
1000-406,sophisticated-lkh,PQR10,ann_2_points_mst,154.422
1000-411,sophisticated-lkh,PAR10,ann_2_points_mst,245.9444
1000-411,sophisticated-lkh,PQR10,ann_2_points_mst,190.477
1000-42,sophisticated-lkh,PAR10,ann_2_points_mst,54.1762
1000-42,sophisticated-lkh,PQR10,ann_2_points_mst,56.715
1000-421,sophisticated-lkh,PAR10,ann_2_points_mst,1.2121
1000-421,sophisticated-lkh,PQR10,ann_2_points_mst,1.2395
1000-430,sophisticated-lkh,PAR10,ann_2_points_mst,57.4003
1000-430,sophisticated-lkh,PQR10,ann_2_points_mst,32.964
1000-432,sophisticated-lkh,PAR10,ann_2_points_mst,10.3904
1000-432,sophisticated-lkh,PQR10,ann_2_points_mst,7.788
1000-436,sophisticated-lkh,PAR10,ann_2_points_mst,1.8313
1000-436,sophisticated-lkh,PQR10,ann_2_points_mst,1.24
1000-446,sophisticated-lkh,PAR10,ann_2_points_mst,165.2592
1000-446,sophisticated-lkh,PQR10,ann_2_points_mst,132.4375
1000-449,sophisticated-lkh,PAR10,ann_2_points_mst,233.7625
1000-449,sophisticated-lkh,PQR10,ann_2_points_mst,148.0385
1000-463,sophisticated-lkh,PAR10,ann_2_points_mst,3.2857
1000-463,sophisticated-lkh,PQR10,ann_2_points_mst,3.32
1000-485,sophisticated-lkh,PAR10,ann_2_points_mst,14.5918
1000-485,sophisticated-lkh,PQR10,ann_2_points_mst,9.0215
1000-5,sophisticated-lkh,PAR10,ann_2_points_mst,3.1593
1000-5,sophisticated-lkh,PQR10,ann_2_points_mst,2.702
1000-7,sophisticated-lkh,PAR10,ann_2_points_mst,233.29
1000-7,sophisticated-lkh,PQR10,ann_2_points_mst,235.067
1000-76,sophisticated-lkh,PAR10,ann_2_points_mst,153.4842
1000-76,sophisticated-lkh,PQR10,ann_2_points_mst,71.8015
1000-84,sophisticated-lkh,PAR10,ann_2_points_mst,58.6066
1000-84,sophisticated-lkh,PQR10,ann_2_points_mst,36.4015
