prob,group,measure,solver,performance
1000-300,sophisticated-lkh,PAR10,ann_1_mst,2.3187
1000-300,sophisticated-lkh,PQR10,ann_1_mst,2.002
1000-302,sophisticated-lkh,PAR10,ann_1_mst,69.8814
1000-302,sophisticated-lkh,PQR10,ann_1_mst,45.511
1000-323,sophisticated-lkh,PAR10,ann_1_mst,760.6641
1000-323,sophisticated-lkh,PQR10,ann_1_mst,518.009
1000-330,sophisticated-lkh,PAR10,ann_1_mst,46.0395
1000-330,sophisticated-lkh,PQR10,ann_1_mst,35.3315
1000-331,sophisticated-lkh,PAR10,ann_1_mst,149.9511
1000-331,sophisticated-lkh,PQR10,ann_1_mst,103.8345
1000-361,sophisticated-lkh,PAR10,ann_1_mst,238.7988
1000-361,sophisticated-lkh,PQR10,ann_1_mst,156.0885
1000-362,sophisticated-lkh,PAR10,ann_1_mst,93.5793
1000-362,sophisticated-lkh,PQR10,ann_1_mst,88.384
1000-384,sophisticated-lkh,PAR10,ann_1_mst,47.2019
1000-384,sophisticated-lkh,PQR10,ann_1_mst,36.7935
1000-397,sophisticated-lkh,PAR10,ann_1_mst,211.4314
1000-397,sophisticated-lkh,PQR10,ann_1_mst,145.71
1000-40,sophisticated-lkh,PAR10,ann_1_mst,7.0619
1000-40,sophisticated-lkh,PQR10,ann_1_mst,5.9315
1000-402,sophisticated-lkh,PAR10,ann_1_mst,36.4857
1000-402,sophisticated-lkh,PQR10,ann_1_mst,26.4555
1000-407,sophisticated-lkh,PAR10,ann_1_mst,49.931
1000-407,sophisticated-lkh,PQR10,ann_1_mst,52.6705
1000-420,sophisticated-lkh,PAR10,ann_1_mst,32.653
1000-420,sophisticated-lkh,PQR10,ann_1_mst,30.7865
1000-427,sophisticated-lkh,PAR10,ann_1_mst,139.4478
1000-427,sophisticated-lkh,PQR10,ann_1_mst,88.867
1000-440,sophisticated-lkh,PAR10,ann_1_mst,3.9221
1000-440,sophisticated-lkh,PQR10,ann_1_mst,3.187
1000-443,sophisticated-lkh,PAR10,ann_1_mst,80.4556
1000-443,sophisticated-lkh,PQR10,ann_1_mst,50.257
1000-450,sophisticated-lkh,PAR10,ann_1_mst,3.196
1000-450,sophisticated-lkh,PQR10,ann_1_mst,2.272
1000-456,sophisticated-lkh,PAR10,ann_1_mst,179.11
1000-456,sophisticated-lkh,PQR10,ann_1_mst,164.7435
1000-458,sophisticated-lkh,PAR10,ann_1_mst,18.9177
1000-458,sophisticated-lkh,PQR10,ann_1_mst,15.724
1000-46,sophisticated-lkh,PAR10,ann_1_mst,4.1929
1000-46,sophisticated-lkh,PQR10,ann_1_mst,3.563
1000-462,sophisticated-lkh,PAR10,ann_1_mst,46.6704
1000-462,sophisticated-lkh,PQR10,ann_1_mst,30.4955
1000-481,sophisticated-lkh,PAR10,ann_1_mst,4.7274
1000-481,sophisticated-lkh,PQR10,ann_1_mst,2.3445
1000-483,sophisticated-lkh,PAR10,ann_1_mst,41.3663
1000-483,sophisticated-lkh,PQR10,ann_1_mst,28.891
1000-492,sophisticated-lkh,PAR10,ann_1_mst,32.0823
1000-492,sophisticated-lkh,PQR10,ann_1_mst,19.529
1000-495,sophisticated-lkh,PAR10,ann_1_mst,234.8155
1000-495,sophisticated-lkh,PQR10,ann_1_mst,180.148
1000-52,sophisticated-lkh,PAR10,ann_1_mst,107.316
1000-52,sophisticated-lkh,PQR10,ann_1_mst,102.7955
1000-55,sophisticated-lkh,PAR10,ann_1_mst,19.8992
1000-55,sophisticated-lkh,PQR10,ann_1_mst,16.108
1000-58,sophisticated-lkh,PAR10,ann_1_mst,1.7363
1000-58,sophisticated-lkh,PQR10,ann_1_mst,1.658
1000-68,sophisticated-lkh,PAR10,ann_1_mst,70.6562
1000-68,sophisticated-lkh,PQR10,ann_1_mst,67.4205
1000-70,sophisticated-lkh,PAR10,ann_1_mst,72.1159
1000-70,sophisticated-lkh,PQR10,ann_1_mst,74.4475
1000-8,sophisticated-lkh,PAR10,ann_1_mst,161.8546
1000-8,sophisticated-lkh,PQR10,ann_1_mst,127.495
1000-85,sophisticated-lkh,PAR10,ann_1_mst,11.3008
1000-85,sophisticated-lkh,PQR10,ann_1_mst,8.6685
1000-90,sophisticated-lkh,PAR10,ann_1_mst,242.4461
1000-90,sophisticated-lkh,PQR10,ann_1_mst,283.835
