prob,group,measure,solver,performance
1000-266,sophisticated-eax,PAR10,ann_1_nng,3.6991
1000-266,sophisticated-eax,PQR10,ann_1_nng,3.7595
1000-273,sophisticated-eax,PAR10,ann_1_nng,4.5066
1000-273,sophisticated-eax,PQR10,ann_1_nng,3.602
1000-275,sophisticated-eax,PAR10,ann_1_nng,4.3116
1000-275,sophisticated-eax,PQR10,ann_1_nng,3.4115
1000-29,sophisticated-eax,PAR10,ann_1_nng,2.7265
1000-29,sophisticated-eax,PQR10,ann_1_nng,2.771
1000-299,sophisticated-eax,PAR10,ann_1_nng,2.5833
1000-299,sophisticated-eax,PQR10,ann_1_nng,2.63
1000-320,sophisticated-eax,PAR10,ann_1_nng,4.5835
1000-320,sophisticated-eax,PQR10,ann_1_nng,3.2045
1000-326,sophisticated-eax,PAR10,ann_1_nng,3.2624
1000-326,sophisticated-eax,PQR10,ann_1_nng,3.2765
1000-327,sophisticated-eax,PAR10,ann_1_nng,3.0125
1000-327,sophisticated-eax,PQR10,ann_1_nng,3.0215
1000-333,sophisticated-eax,PAR10,ann_1_nng,2.8913
1000-333,sophisticated-eax,PQR10,ann_1_nng,2.9285
1000-339,sophisticated-eax,PAR10,ann_1_nng,7.1723
1000-339,sophisticated-eax,PQR10,ann_1_nng,5.9815
1000-345,sophisticated-eax,PAR10,ann_1_nng,2.8324
1000-345,sophisticated-eax,PQR10,ann_1_nng,2.865
1000-358,sophisticated-eax,PAR10,ann_1_nng,3.0583
1000-358,sophisticated-eax,PQR10,ann_1_nng,3.1055
1000-359,sophisticated-eax,PAR10,ann_1_nng,3.2872
1000-359,sophisticated-eax,PQR10,ann_1_nng,3.2935
1000-362,sophisticated-eax,PAR10,ann_1_nng,3.0044
1000-362,sophisticated-eax,PQR10,ann_1_nng,3.0015
1000-402,sophisticated-eax,PAR10,ann_1_nng,4.443
1000-402,sophisticated-eax,PQR10,ann_1_nng,3.732
1000-429,sophisticated-eax,PAR10,ann_1_nng,3.6355
1000-429,sophisticated-eax,PQR10,ann_1_nng,3.17
1000-430,sophisticated-eax,PAR10,ann_1_nng,3.3211
1000-430,sophisticated-eax,PQR10,ann_1_nng,3.3045
1000-432,sophisticated-eax,PAR10,ann_1_nng,3.6927
1000-432,sophisticated-eax,PQR10,ann_1_nng,3.638
1000-433,sophisticated-eax,PAR10,ann_1_nng,3.447
1000-433,sophisticated-eax,PQR10,ann_1_nng,3.477
1000-447,sophisticated-eax,PAR10,ann_1_nng,4.3597
1000-447,sophisticated-eax,PQR10,ann_1_nng,3.1625
1000-469,sophisticated-eax,PAR10,ann_1_nng,3.0058
1000-469,sophisticated-eax,PQR10,ann_1_nng,2.982
1000-474,sophisticated-eax,PAR10,ann_1_nng,3.3226
1000-474,sophisticated-eax,PQR10,ann_1_nng,3.307
1000-475,sophisticated-eax,PAR10,ann_1_nng,5.2119
1000-475,sophisticated-eax,PQR10,ann_1_nng,3.6185
1000-480,sophisticated-eax,PAR10,ann_1_nng,3.4465
1000-480,sophisticated-eax,PQR10,ann_1_nng,3.093
1000-487,sophisticated-eax,PAR10,ann_1_nng,3.1423
1000-487,sophisticated-eax,PQR10,ann_1_nng,3.1445
1000-492,sophisticated-eax,PAR10,ann_1_nng,3.2077
1000-492,sophisticated-eax,PQR10,ann_1_nng,3.317
1000-493,sophisticated-eax,PAR10,ann_1_nng,3.3728
1000-493,sophisticated-eax,PQR10,ann_1_nng,3.4375
1000-53,sophisticated-eax,PAR10,ann_1_nng,2.9747
1000-53,sophisticated-eax,PQR10,ann_1_nng,3.0325
1000-57,sophisticated-eax,PAR10,ann_1_nng,4.2137
1000-57,sophisticated-eax,PQR10,ann_1_nng,3.2595
1000-58,sophisticated-eax,PAR10,ann_1_nng,3.3783
1000-58,sophisticated-eax,PQR10,ann_1_nng,3.363
1000-6,sophisticated-eax,PAR10,ann_1_nng,7.287
1000-6,sophisticated-eax,PQR10,ann_1_nng,6.759
1000-89,sophisticated-eax,PAR10,ann_1_nng,3.9334
1000-89,sophisticated-eax,PQR10,ann_1_nng,3.391
1000-93,sophisticated-eax,PAR10,ann_1_nng,7.3108
1000-93,sophisticated-eax,PQR10,ann_1_nng,4.0565
1000-110,sophisticated-lkh,PAR10,ann_1_nng,170.5454
1000-110,sophisticated-lkh,PQR10,ann_1_nng,71.471
1000-115,sophisticated-lkh,PAR10,ann_1_nng,54.8917
1000-115,sophisticated-lkh,PQR10,ann_1_nng,46.008
1000-131,sophisticated-lkh,PAR10,ann_1_nng,62.4573
1000-131,sophisticated-lkh,PQR10,ann_1_nng,46.37
1000-132,sophisticated-lkh,PAR10,ann_1_nng,86.1745
1000-132,sophisticated-lkh,PQR10,ann_1_nng,29.3495
1000-144,sophisticated-lkh,PAR10,ann_1_nng,54.5932
1000-144,sophisticated-lkh,PQR10,ann_1_nng,21.7305
1000-177,sophisticated-lkh,PAR10,ann_1_nng,210.553
1000-177,sophisticated-lkh,PQR10,ann_1_nng,169.95
1000-18,sophisticated-lkh,PAR10,ann_1_nng,17.2797
1000-18,sophisticated-lkh,PQR10,ann_1_nng,10.8285
1000-188,sophisticated-lkh,PAR10,ann_1_nng,541.843
1000-188,sophisticated-lkh,PQR10,ann_1_nng,409.8885
1000-198,sophisticated-lkh,PAR10,ann_1_nng,186.1685
1000-198,sophisticated-lkh,PQR10,ann_1_nng,148.078
1000-201,sophisticated-lkh,PAR10,ann_1_nng,896.7983
1000-201,sophisticated-lkh,PQR10,ann_1_nng,800.629
1000-207,sophisticated-lkh,PAR10,ann_1_nng,21.7418
1000-207,sophisticated-lkh,PQR10,ann_1_nng,16.558
1000-208,sophisticated-lkh,PAR10,ann_1_nng,23.9777
1000-208,sophisticated-lkh,PQR10,ann_1_nng,18.0435
1000-219,sophisticated-lkh,PAR10,ann_1_nng,38.1315
1000-219,sophisticated-lkh,PQR10,ann_1_nng,24.772
1000-233,sophisticated-lkh,PAR10,ann_1_nng,186.2192
1000-233,sophisticated-lkh,PQR10,ann_1_nng,84.045
1000-242,sophisticated-lkh,PAR10,ann_1_nng,43.091
1000-242,sophisticated-lkh,PQR10,ann_1_nng,22.807
1000-250,sophisticated-lkh,PAR10,ann_1_nng,209.5288
1000-250,sophisticated-lkh,PQR10,ann_1_nng,248.217
1000-254,sophisticated-lkh,PAR10,ann_1_nng,196.7698
1000-254,sophisticated-lkh,PQR10,ann_1_nng,190.7625
1000-258,sophisticated-lkh,PAR10,ann_1_nng,1.8668
1000-258,sophisticated-lkh,PQR10,ann_1_nng,1.668
1000-269,sophisticated-lkh,PAR10,ann_1_nng,113.2376
1000-269,sophisticated-lkh,PQR10,ann_1_nng,69.8415
1000-275,sophisticated-lkh,PAR10,ann_1_nng,90.5241
1000-275,sophisticated-lkh,PQR10,ann_1_nng,76.87
1000-276,sophisticated-lkh,PAR10,ann_1_nng,95.8388
1000-276,sophisticated-lkh,PQR10,ann_1_nng,90.6645
1000-279,sophisticated-lkh,PAR10,ann_1_nng,15.2872
1000-279,sophisticated-lkh,PQR10,ann_1_nng,11.9125
1000-28,sophisticated-lkh,PAR10,ann_1_nng,18.9105
1000-28,sophisticated-lkh,PQR10,ann_1_nng,20.745
1000-29,sophisticated-lkh,PAR10,ann_1_nng,33.5966
1000-29,sophisticated-lkh,PQR10,ann_1_nng,27.729
1000-303,sophisticated-lkh,PAR10,ann_1_nng,51.8965
1000-303,sophisticated-lkh,PQR10,ann_1_nng,36.374
1000-308,sophisticated-lkh,PAR10,ann_1_nng,217.7589
1000-308,sophisticated-lkh,PQR10,ann_1_nng,180.9335
1000-309,sophisticated-lkh,PAR10,ann_1_nng,6.1114
1000-309,sophisticated-lkh,PQR10,ann_1_nng,3.8355
1000-31,sophisticated-lkh,PAR10,ann_1_nng,68.2656
1000-31,sophisticated-lkh,PQR10,ann_1_nng,42.2575
1000-312,sophisticated-lkh,PAR10,ann_1_nng,7.8188
1000-312,sophisticated-lkh,PQR10,ann_1_nng,6.919
1000-324,sophisticated-lkh,PAR10,ann_1_nng,2.6601
1000-324,sophisticated-lkh,PQR10,ann_1_nng,1.5385
1000-335,sophisticated-lkh,PAR10,ann_1_nng,118.743
1000-335,sophisticated-lkh,PQR10,ann_1_nng,57.227
1000-340,sophisticated-lkh,PAR10,ann_1_nng,45.9073
1000-340,sophisticated-lkh,PQR10,ann_1_nng,28.9835
1000-348,sophisticated-lkh,PAR10,ann_1_nng,117.6094
1000-348,sophisticated-lkh,PQR10,ann_1_nng,52.0835
1000-354,sophisticated-lkh,PAR10,ann_1_nng,158.8079
1000-354,sophisticated-lkh,PQR10,ann_1_nng,80.144
1000-358,sophisticated-lkh,PAR10,ann_1_nng,353.8594
1000-358,sophisticated-lkh,PQR10,ann_1_nng,381.9395
1000-371,sophisticated-lkh,PAR10,ann_1_nng,208.3841
1000-371,sophisticated-lkh,PQR10,ann_1_nng,143.507
1000-378,sophisticated-lkh,PAR10,ann_1_nng,80.3153
1000-378,sophisticated-lkh,PQR10,ann_1_nng,42.298
1000-387,sophisticated-lkh,PAR10,ann_1_nng,89.2704
1000-387,sophisticated-lkh,PQR10,ann_1_nng,76.6525
1000-394,sophisticated-lkh,PAR10,ann_1_nng,46.8675
1000-394,sophisticated-lkh,PQR10,ann_1_nng,42.5115
1000-408,sophisticated-lkh,PAR10,ann_1_nng,86.2761
1000-408,sophisticated-lkh,PQR10,ann_1_nng,56.2225
1000-418,sophisticated-lkh,PAR10,ann_1_nng,34.6182
1000-418,sophisticated-lkh,PQR10,ann_1_nng,13.9695
1000-419,sophisticated-lkh,PAR10,ann_1_nng,72.7996
1000-419,sophisticated-lkh,PQR10,ann_1_nng,60.2815
1000-457,sophisticated-lkh,PAR10,ann_1_nng,14.0185
1000-457,sophisticated-lkh,PQR10,ann_1_nng,14.356
1000-460,sophisticated-lkh,PAR10,ann_1_nng,66.907
1000-460,sophisticated-lkh,PQR10,ann_1_nng,65.614
1000-470,sophisticated-lkh,PAR10,ann_1_nng,62.4398
1000-470,sophisticated-lkh,PQR10,ann_1_nng,69.5105
1000-477,sophisticated-lkh,PAR10,ann_1_nng,320.6591
1000-477,sophisticated-lkh,PQR10,ann_1_nng,225.155
1000-77,sophisticated-lkh,PAR10,ann_1_nng,44.103
1000-77,sophisticated-lkh,PQR10,ann_1_nng,40.738
1000-91,sophisticated-lkh,PAR10,ann_1_nng,21.9769
1000-91,sophisticated-lkh,PQR10,ann_1_nng,21.146
1000-97,sophisticated-lkh,PAR10,ann_1_nng,69.6697
1000-97,sophisticated-lkh,PQR10,ann_1_nng,41.2755
