prob,group,measure,solver,performance
1000-223,sophisticated-lkh,PAR10,ann_1_points,55.2728
1000-223,sophisticated-lkh,PQR10,ann_1_points,33.401
1000-230,sophisticated-lkh,PAR10,ann_1_points,10.7294
1000-230,sophisticated-lkh,PQR10,ann_1_points,9.561
1000-231,sophisticated-lkh,PAR10,ann_1_points,2.1869
1000-231,sophisticated-lkh,PQR10,ann_1_points,1.645
1000-241,sophisticated-lkh,PAR10,ann_1_points,163.6409
1000-241,sophisticated-lkh,PQR10,ann_1_points,101.9585
1000-253,sophisticated-lkh,PAR10,ann_1_points,69.4427
1000-253,sophisticated-lkh,PQR10,ann_1_points,51.998
1000-27,sophisticated-lkh,PAR10,ann_1_points,2.5996
1000-27,sophisticated-lkh,PQR10,ann_1_points,2.2425
1000-270,sophisticated-lkh,PAR10,ann_1_points,50.1018
1000-270,sophisticated-lkh,PQR10,ann_1_points,1.851
1000-272,sophisticated-lkh,PAR10,ann_1_points,47.515
1000-272,sophisticated-lkh,PQR10,ann_1_points,38.092
1000-273,sophisticated-lkh,PAR10,ann_1_points,100.1518
1000-273,sophisticated-lkh,PQR10,ann_1_points,49.197
1000-297,sophisticated-lkh,PAR10,ann_1_points,63.2875
1000-297,sophisticated-lkh,PQR10,ann_1_points,32.263
1000-313,sophisticated-lkh,PAR10,ann_1_points,72.3989
1000-313,sophisticated-lkh,PQR10,ann_1_points,41.7815
1000-314,sophisticated-lkh,PAR10,ann_1_points,67.7021
1000-314,sophisticated-lkh,PQR10,ann_1_points,53.72
1000-318,sophisticated-lkh,PAR10,ann_1_points,78.9916
1000-318,sophisticated-lkh,PQR10,ann_1_points,26.136
1000-326,sophisticated-lkh,PAR10,ann_1_points,33.4963
1000-326,sophisticated-lkh,PQR10,ann_1_points,33.5195
1000-327,sophisticated-lkh,PAR10,ann_1_points,136.1752
1000-327,sophisticated-lkh,PQR10,ann_1_points,73.0475
1000-338,sophisticated-lkh,PAR10,ann_1_points,218.26
1000-338,sophisticated-lkh,PQR10,ann_1_points,186.062
1000-342,sophisticated-lkh,PAR10,ann_1_points,602.3605
1000-342,sophisticated-lkh,PQR10,ann_1_points,513.5255
1000-349,sophisticated-lkh,PAR10,ann_1_points,79.9209
1000-349,sophisticated-lkh,PQR10,ann_1_points,55.376
1000-355,sophisticated-lkh,PAR10,ann_1_points,55.8181
1000-355,sophisticated-lkh,PQR10,ann_1_points,41.42
1000-356,sophisticated-lkh,PAR10,ann_1_points,35.1988
1000-356,sophisticated-lkh,PQR10,ann_1_points,31.097
1000-37,sophisticated-lkh,PAR10,ann_1_points,79.6529
1000-37,sophisticated-lkh,PQR10,ann_1_points,56.4385
1000-372,sophisticated-lkh,PAR10,ann_1_points,170.0676
1000-372,sophisticated-lkh,PQR10,ann_1_points,71.6385
1000-379,sophisticated-lkh,PAR10,ann_1_points,81.3704
1000-379,sophisticated-lkh,PQR10,ann_1_points,54.992
1000-380,sophisticated-lkh,PAR10,ann_1_points,19.8526
1000-380,sophisticated-lkh,PQR10,ann_1_points,16.702
1000-391,sophisticated-lkh,PAR10,ann_1_points,76.6829
1000-391,sophisticated-lkh,PQR10,ann_1_points,89.7425
1000-425,sophisticated-lkh,PAR10,ann_1_points,55.4186
1000-425,sophisticated-lkh,PQR10,ann_1_points,54.898
1000-43,sophisticated-lkh,PAR10,ann_1_points,31.4864
1000-43,sophisticated-lkh,PQR10,ann_1_points,28.067
1000-445,sophisticated-lkh,PAR10,ann_1_points,47.4365
1000-445,sophisticated-lkh,PQR10,ann_1_points,48.2285
1000-451,sophisticated-lkh,PAR10,ann_1_points,51.7995
1000-451,sophisticated-lkh,PQR10,ann_1_points,36.1255
1000-454,sophisticated-lkh,PAR10,ann_1_points,155.0891
1000-454,sophisticated-lkh,PQR10,ann_1_points,154.8595
1000-461,sophisticated-lkh,PAR10,ann_1_points,85.9632
1000-461,sophisticated-lkh,PQR10,ann_1_points,44.2495
1000-47,sophisticated-lkh,PAR10,ann_1_points,34.9659
1000-47,sophisticated-lkh,PQR10,ann_1_points,16.044
1000-472,sophisticated-lkh,PAR10,ann_1_points,211.3725
1000-472,sophisticated-lkh,PQR10,ann_1_points,224.4005
1000-48,sophisticated-lkh,PAR10,ann_1_points,1.2833
1000-48,sophisticated-lkh,PQR10,ann_1_points,1.194
1000-488,sophisticated-lkh,PAR10,ann_1_points,72.1622
1000-488,sophisticated-lkh,PQR10,ann_1_points,56.102
1000-51,sophisticated-lkh,PAR10,ann_1_points,1.9647
1000-51,sophisticated-lkh,PQR10,ann_1_points,1.3435
1000-61,sophisticated-lkh,PAR10,ann_1_points,273.9687
1000-61,sophisticated-lkh,PQR10,ann_1_points,224.7295
1000-74,sophisticated-lkh,PAR10,ann_1_points,43.9119
1000-74,sophisticated-lkh,PQR10,ann_1_points,33.0445
1000-89,sophisticated-lkh,PAR10,ann_1_points,9.3617
1000-89,sophisticated-lkh,PQR10,ann_1_points,7.482
1000-9,sophisticated-lkh,PAR10,ann_1_points,115.3102
1000-9,sophisticated-lkh,PQR10,ann_1_points,104.49
1000-99,sophisticated-lkh,PAR10,ann_1_points,59.8781
1000-99,sophisticated-lkh,PQR10,ann_1_points,40.2935
