prob,group,measure,solver,performance
1000-239,sophisticated-eax,PQR10,ann_1_nng,3.168
1000-242,sophisticated-eax,PAR10,ann_1_nng,4.0657
1000-242,sophisticated-eax,PQR10,ann_1_nng,3.478
1000-249,sophisticated-eax,PAR10,ann_1_nng,2.9932
1000-249,sophisticated-eax,PQR10,ann_1_nng,2.9645
1000-250,sophisticated-eax,PAR10,ann_1_nng,3.2097
1000-250,sophisticated-eax,PQR10,ann_1_nng,3.2595
1000-251,sophisticated-eax,PAR10,ann_1_nng,3.0974
1000-251,sophisticated-eax,PQR10,ann_1_nng,3.109
1000-258,sophisticated-eax,PAR10,ann_1_nng,2.7142
1000-258,sophisticated-eax,PQR10,ann_1_nng,2.6875
1000-260,sophisticated-eax,PAR10,ann_1_nng,3.7647
1000-260,sophisticated-eax,PQR10,ann_1_nng,3.366
1000-272,sophisticated-eax,PAR10,ann_1_nng,3.0899
1000-272,sophisticated-eax,PQR10,ann_1_nng,3.1185
1000-281,sophisticated-eax,PAR10,ann_1_nng,3.2731
1000-281,sophisticated-eax,PQR10,ann_1_nng,3.2845
1000-282,sophisticated-eax,PAR10,ann_1_nng,4.1629
1000-282,sophisticated-eax,PQR10,ann_1_nng,3.118
1000-285,sophisticated-eax,PAR10,ann_1_nng,3.2123
1000-285,sophisticated-eax,PQR10,ann_1_nng,3.2505
1000-289,sophisticated-eax,PAR10,ann_1_nng,3.357
1000-289,sophisticated-eax,PQR10,ann_1_nng,3.417
1000-290,sophisticated-eax,PAR10,ann_1_nng,3.1927
1000-290,sophisticated-eax,PQR10,ann_1_nng,3.278
1000-298,sophisticated-eax,PAR10,ann_1_nng,8.4846
1000-298,sophisticated-eax,PQR10,ann_1_nng,8.745
1000-303,sophisticated-eax,PAR10,ann_1_nng,3.3099
1000-303,sophisticated-eax,PQR10,ann_1_nng,3.299
1000-319,sophisticated-eax,PAR10,ann_1_nng,3.0595
1000-319,sophisticated-eax,PQR10,ann_1_nng,3.0415
1000-332,sophisticated-eax,PAR10,ann_1_nng,3.2115
1000-332,sophisticated-eax,PQR10,ann_1_nng,3.2555
1000-34,sophisticated-eax,PAR10,ann_1_nng,3.1424
1000-34,sophisticated-eax,PQR10,ann_1_nng,3.1625
1000-35,sophisticated-eax,PAR10,ann_1_nng,3.2623
1000-35,sophisticated-eax,PQR10,ann_1_nng,3.222
1000-350,sophisticated-eax,PAR10,ann_1_nng,5.3428
1000-350,sophisticated-eax,PQR10,ann_1_nng,3.313
1000-357,sophisticated-eax,PAR10,ann_1_nng,3.2129
1000-357,sophisticated-eax,PQR10,ann_1_nng,3.2275
1000-361,sophisticated-eax,PAR10,ann_1_nng,3.6596
1000-361,sophisticated-eax,PQR10,ann_1_nng,3.0465
1000-383,sophisticated-eax,PAR10,ann_1_nng,2.7329
1000-383,sophisticated-eax,PQR10,ann_1_nng,2.8035
1000-39,sophisticated-eax,PAR10,ann_1_nng,3.4443
1000-39,sophisticated-eax,PQR10,ann_1_nng,3.5425
1000-390,sophisticated-eax,PAR10,ann_1_nng,2.9801
1000-390,sophisticated-eax,PQR10,ann_1_nng,3.0325
1000-391,sophisticated-eax,PAR10,ann_1_nng,3.7881
1000-391,sophisticated-eax,PQR10,ann_1_nng,3.369
1000-409,sophisticated-eax,PAR10,ann_1_nng,3.1237
1000-409,sophisticated-eax,PQR10,ann_1_nng,3.097
1000-41,sophisticated-eax,PAR10,ann_1_nng,4.3428
1000-41,sophisticated-eax,PQR10,ann_1_nng,3.085
1000-412,sophisticated-eax,PAR10,ann_1_nng,3.7701
1000-412,sophisticated-eax,PQR10,ann_1_nng,3.2515
1000-442,sophisticated-eax,PAR10,ann_1_nng,15.4434
1000-442,sophisticated-eax,PQR10,ann_1_nng,13.3525
1000-458,sophisticated-eax,PAR10,ann_1_nng,6.1514
1000-458,sophisticated-eax,PQR10,ann_1_nng,3.787
1000-465,sophisticated-eax,PAR10,ann_1_nng,3.7384
1000-465,sophisticated-eax,PQR10,ann_1_nng,3.274
1000-467,sophisticated-eax,PAR10,ann_1_nng,3.6458
1000-467,sophisticated-eax,PQR10,ann_1_nng,3.497
1000-47,sophisticated-eax,PAR10,ann_1_nng,2.7904
1000-47,sophisticated-eax,PQR10,ann_1_nng,2.7875
1000-488,sophisticated-eax,PAR10,ann_1_nng,2.639
1000-488,sophisticated-eax,PQR10,ann_1_nng,2.6125
1000-5,sophisticated-eax,PAR10,ann_1_nng,3.7246
1000-5,sophisticated-eax,PQR10,ann_1_nng,3.164
1000-82,sophisticated-eax,PAR10,ann_1_nng,3.2035
1000-82,sophisticated-eax,PQR10,ann_1_nng,3.189
1000-128,sophisticated-lkh,PAR10,ann_1_nng,31.0121
1000-128,sophisticated-lkh,PQR10,ann_1_nng,29.7405
1000-129,sophisticated-lkh,PAR10,ann_1_nng,21.2124
1000-129,sophisticated-lkh,PQR10,ann_1_nng,21.8935
1000-147,sophisticated-lkh,PAR10,ann_1_nng,76.1302
1000-147,sophisticated-lkh,PQR10,ann_1_nng,56.799
1000-148,sophisticated-lkh,PAR10,ann_1_nng,1.4921
1000-148,sophisticated-lkh,PQR10,ann_1_nng,1.433
1000-156,sophisticated-lkh,PAR10,ann_1_nng,89.5178
1000-156,sophisticated-lkh,PQR10,ann_1_nng,108.8245
1000-181,sophisticated-lkh,PAR10,ann_1_nng,1.4558
1000-181,sophisticated-lkh,PQR10,ann_1_nng,1.1845
1000-195,sophisticated-lkh,PAR10,ann_1_nng,3.3127
1000-195,sophisticated-lkh,PQR10,ann_1_nng,2.299
1000-210,sophisticated-lkh,PAR10,ann_1_nng,3.2382
1000-210,sophisticated-lkh,PQR10,ann_1_nng,2.2245
1000-213,sophisticated-lkh,PAR10,ann_1_nng,48.8885
1000-213,sophisticated-lkh,PQR10,ann_1_nng,35.994
1000-227,sophisticated-lkh,PAR10,ann_1_nng,33.218
1000-227,sophisticated-lkh,PQR10,ann_1_nng,23.9435
1000-234,sophisticated-lkh,PAR10,ann_1_nng,1.9423
1000-234,sophisticated-lkh,PQR10,ann_1_nng,1.808
1000-235,sophisticated-lkh,PAR10,ann_1_nng,28.4878
1000-235,sophisticated-lkh,PQR10,ann_1_nng,28.3915
1000-236,sophisticated-lkh,PAR10,ann_1_nng,1.4739
1000-236,sophisticated-lkh,PQR10,ann_1_nng,1.347
1000-239,sophisticated-lkh,PAR10,ann_1_nng,3.9236
1000-239,sophisticated-lkh,PQR10,ann_1_nng,3.812
1000-240,sophisticated-lkh,PAR10,ann_1_nng,57.8409
1000-240,sophisticated-lkh,PQR10,ann_1_nng,43.811
1000-255,sophisticated-lkh,PAR10,ann_1_nng,7.7466
1000-255,sophisticated-lkh,PQR10,ann_1_nng,4.9475
1000-282,sophisticated-lkh,PAR10,ann_1_nng,48.8583
1000-282,sophisticated-lkh,PQR10,ann_1_nng,51.455
1000-289,sophisticated-lkh,PAR10,ann_1_nng,1.568
1000-289,sophisticated-lkh,PQR10,ann_1_nng,1.067
1000-320,sophisticated-lkh,PAR10,ann_1_nng,70.0633
1000-320,sophisticated-lkh,PQR10,ann_1_nng,20.209
1000-33,sophisticated-lkh,PAR10,ann_1_nng,244.3052
1000-33,sophisticated-lkh,PQR10,ann_1_nng,229.408
1000-343,sophisticated-lkh,PAR10,ann_1_nng,2.7793
1000-343,sophisticated-lkh,PQR10,ann_1_nng,1.767
1000-363,sophisticated-lkh,PAR10,ann_1_nng,146.4533
1000-363,sophisticated-lkh,PQR10,ann_1_nng,125.255
1000-373,sophisticated-lkh,PAR10,ann_1_nng,2.6005
1000-373,sophisticated-lkh,PQR10,ann_1_nng,1.704
1000-388,sophisticated-lkh,PAR10,ann_1_nng,13.0863
1000-388,sophisticated-lkh,PQR10,ann_1_nng,9.813
1000-395,sophisticated-lkh,PAR10,ann_1_nng,29.2117
1000-395,sophisticated-lkh,PQR10,ann_1_nng,24.1315
1000-396,sophisticated-lkh,PAR10,ann_1_nng,644.8423
1000-396,sophisticated-lkh,PQR10,ann_1_nng,452.32
1000-4,sophisticated-lkh,PAR10,ann_1_nng,81.7577
1000-4,sophisticated-lkh,PQR10,ann_1_nng,56.7815
1000-426,sophisticated-lkh,PAR10,ann_1_nng,33.6903
1000-426,sophisticated-lkh,PQR10,ann_1_nng,32.646
1000-437,sophisticated-lkh,PAR10,ann_1_nng,49.2311
1000-437,sophisticated-lkh,PQR10,ann_1_nng,48.6075
1000-439,sophisticated-lkh,PAR10,ann_1_nng,1.5775
1000-439,sophisticated-lkh,PQR10,ann_1_nng,1.2105
1000-467,sophisticated-lkh,PAR10,ann_1_nng,5.4973
1000-467,sophisticated-lkh,PQR10,ann_1_nng,4.846
1000-471,sophisticated-lkh,PAR10,ann_1_nng,138.3683
1000-471,sophisticated-lkh,PQR10,ann_1_nng,104.7025
1000-473,sophisticated-lkh,PAR10,ann_1_nng,23.8485
1000-473,sophisticated-lkh,PQR10,ann_1_nng,16.361
1000-479,sophisticated-lkh,PAR10,ann_1_nng,22.3622
1000-479,sophisticated-lkh,PQR10,ann_1_nng,22.4475
1000-480,sophisticated-lkh,PAR10,ann_1_nng,17.7643
1000-480,sophisticated-lkh,PQR10,ann_1_nng,15.509
1000-497,sophisticated-lkh,PAR10,ann_1_nng,237.7485
1000-497,sophisticated-lkh,PQR10,ann_1_nng,217.0635
1000-56,sophisticated-lkh,PAR10,ann_1_nng,59.4929
1000-56,sophisticated-lkh,PQR10,ann_1_nng,51.144
1000-6,sophisticated-lkh,PAR10,ann_1_nng,7.0715
1000-6,sophisticated-lkh,PQR10,ann_1_nng,8.0865
1000-69,sophisticated-lkh,PAR10,ann_1_nng,44.4251
1000-69,sophisticated-lkh,PQR10,ann_1_nng,44.827
1000-86,sophisticated-lkh,PAR10,ann_1_nng,38.4991
1000-86,sophisticated-lkh,PQR10,ann_1_nng,28.7795
1000-88,sophisticated-lkh,PAR10,ann_1_nng,1.9782
1000-88,sophisticated-lkh,PQR10,ann_1_nng,1.4555
