prob,group,measure,solver,performance
1000-310,sophisticated-eax,PAR10,ann_1_nng,3.8288
1000-310,sophisticated-eax,PQR10,ann_1_nng,3.827
1000-318,sophisticated-eax,PAR10,ann_1_nng,5.1129
1000-318,sophisticated-eax,PQR10,ann_1_nng,3.3715
1000-322,sophisticated-eax,PAR10,ann_1_nng,4.2745
1000-322,sophisticated-eax,PQR10,ann_1_nng,3.8455
1000-331,sophisticated-eax,PAR10,ann_1_nng,2.9551
1000-331,sophisticated-eax,PQR10,ann_1_nng,2.9455
1000-343,sophisticated-eax,PAR10,ann_1_nng,3.5519
1000-343,sophisticated-eax,PQR10,ann_1_nng,3.379
1000-346,sophisticated-eax,PAR10,ann_1_nng,5.166
1000-346,sophisticated-eax,PQR10,ann_1_nng,3.7595
1000-349,sophisticated-eax,PAR10,ann_1_nng,4.5142
1000-349,sophisticated-eax,PQR10,ann_1_nng,4.5525
1000-352,sophisticated-eax,PAR10,ann_1_nng,3.5305
1000-352,sophisticated-eax,PQR10,ann_1_nng,3.6255
1000-36,sophisticated-eax,PAR10,ann_1_nng,4.1792
1000-36,sophisticated-eax,PQR10,ann_1_nng,3.623
1000-379,sophisticated-eax,PAR10,ann_1_nng,2.9761
1000-379,sophisticated-eax,PQR10,ann_1_nng,2.9465
1000-38,sophisticated-eax,PAR10,ann_1_nng,17.9432
1000-38,sophisticated-eax,PQR10,ann_1_nng,13.219
1000-382,sophisticated-eax,PAR10,ann_1_nng,323.0342
1000-382,sophisticated-eax,PQR10,ann_1_nng,275.2025
1000-419,sophisticated-eax,PAR10,ann_1_nng,3.0277
1000-419,sophisticated-eax,PQR10,ann_1_nng,2.681
1000-421,sophisticated-eax,PAR10,ann_1_nng,3.5333
1000-421,sophisticated-eax,PQR10,ann_1_nng,3.5165
1000-427,sophisticated-eax,PAR10,ann_1_nng,2.7999
1000-427,sophisticated-eax,PQR10,ann_1_nng,2.8465
1000-43,sophisticated-eax,PAR10,ann_1_nng,3.8862
1000-43,sophisticated-eax,PQR10,ann_1_nng,3.373
1000-461,sophisticated-eax,PAR10,ann_1_nng,3.0735
1000-461,sophisticated-eax,PQR10,ann_1_nng,3.0685
1000-484,sophisticated-eax,PAR10,ann_1_nng,2.5853
1000-484,sophisticated-eax,PQR10,ann_1_nng,2.6545
1000-65,sophisticated-eax,PAR10,ann_1_nng,7.9046
1000-65,sophisticated-eax,PQR10,ann_1_nng,7.0365
1000-67,sophisticated-eax,PAR10,ann_1_nng,4.6055
1000-67,sophisticated-eax,PQR10,ann_1_nng,3.316
1000-7,sophisticated-eax,PAR10,ann_1_nng,2.8168
1000-7,sophisticated-eax,PQR10,ann_1_nng,2.8525
1000-71,sophisticated-eax,PAR10,ann_1_nng,3.5268
1000-71,sophisticated-eax,PQR10,ann_1_nng,3.568
1000-8,sophisticated-eax,PAR10,ann_1_nng,3.4682
1000-8,sophisticated-eax,PQR10,ann_1_nng,3.4755
1000-85,sophisticated-eax,PAR10,ann_1_nng,44.5945
1000-85,sophisticated-eax,PQR10,ann_1_nng,36.249
1000-92,sophisticated-eax,PAR10,ann_1_nng,3.3734
1000-92,sophisticated-eax,PQR10,ann_1_nng,3.0745
1000-96,sophisticated-eax,PAR10,ann_1_nng,3.3807
1000-96,sophisticated-eax,PQR10,ann_1_nng,3.3445
1000-10,sophisticated-lkh,PAR10,ann_1_nng,19.5128
1000-10,sophisticated-lkh,PQR10,ann_1_nng,12.5555
1000-109,sophisticated-lkh,PAR10,ann_1_nng,1.3496
1000-109,sophisticated-lkh,PQR10,ann_1_nng,1.2325
1000-124,sophisticated-lkh,PAR10,ann_1_nng,5.21
1000-124,sophisticated-lkh,PQR10,ann_1_nng,4.346
1000-136,sophisticated-lkh,PAR10,ann_1_nng,45.9114
1000-136,sophisticated-lkh,PQR10,ann_1_nng,42.526
1000-142,sophisticated-lkh,PAR10,ann_1_nng,196.3468
1000-142,sophisticated-lkh,PQR10,ann_1_nng,133.849
1000-146,sophisticated-lkh,PAR10,ann_1_nng,44.8038
1000-146,sophisticated-lkh,PQR10,ann_1_nng,40.92
1000-152,sophisticated-lkh,PAR10,ann_1_nng,1.2616
1000-152,sophisticated-lkh,PQR10,ann_1_nng,1.14
1000-155,sophisticated-lkh,PAR10,ann_1_nng,293.5819
1000-155,sophisticated-lkh,PQR10,ann_1_nng,318.3855
1000-162,sophisticated-lkh,PAR10,ann_1_nng,18.0848
1000-162,sophisticated-lkh,PQR10,ann_1_nng,9.1585
1000-17,sophisticated-lkh,PAR10,ann_1_nng,40.3981
1000-17,sophisticated-lkh,PQR10,ann_1_nng,25.3485
1000-175,sophisticated-lkh,PAR10,ann_1_nng,1.4981
1000-175,sophisticated-lkh,PQR10,ann_1_nng,1.122
1000-180,sophisticated-lkh,PAR10,ann_1_nng,122.1397
1000-180,sophisticated-lkh,PQR10,ann_1_nng,86.4605
1000-185,sophisticated-lkh,PAR10,ann_1_nng,3.2588
1000-185,sophisticated-lkh,PQR10,ann_1_nng,2.641
1000-189,sophisticated-lkh,PAR10,ann_1_nng,149.597
1000-189,sophisticated-lkh,PQR10,ann_1_nng,105.314
1000-199,sophisticated-lkh,PAR10,ann_1_nng,48.8503
1000-199,sophisticated-lkh,PQR10,ann_1_nng,27.336
1000-216,sophisticated-lkh,PAR10,ann_1_nng,57.7872
1000-216,sophisticated-lkh,PQR10,ann_1_nng,43.0075
1000-225,sophisticated-lkh,PAR10,ann_1_nng,2.086
1000-225,sophisticated-lkh,PQR10,ann_1_nng,1.754
1000-243,sophisticated-lkh,PAR10,ann_1_nng,24.3256
1000-243,sophisticated-lkh,PQR10,ann_1_nng,24.985
1000-247,sophisticated-lkh,PAR10,ann_1_nng,29.0243
1000-247,sophisticated-lkh,PQR10,ann_1_nng,19.5215
1000-259,sophisticated-lkh,PAR10,ann_1_nng,32.6134
1000-259,sophisticated-lkh,PQR10,ann_1_nng,26.016
1000-278,sophisticated-lkh,PAR10,ann_1_nng,148.1163
1000-278,sophisticated-lkh,PQR10,ann_1_nng,130.7545
1000-293,sophisticated-lkh,PAR10,ann_1_nng,36.8739
1000-293,sophisticated-lkh,PQR10,ann_1_nng,23.918
1000-300,sophisticated-lkh,PAR10,ann_1_nng,2.3187
1000-300,sophisticated-lkh,PQR10,ann_1_nng,2.002
1000-302,sophisticated-lkh,PAR10,ann_1_nng,2.5484
1000-302,sophisticated-lkh,PQR10,ann_1_nng,2.1775
1000-323,sophisticated-lkh,PAR10,ann_1_nng,760.6641
1000-323,sophisticated-lkh,PQR10,ann_1_nng,518.009
1000-330,sophisticated-lkh,PAR10,ann_1_nng,5.0116
1000-330,sophisticated-lkh,PQR10,ann_1_nng,4.971
1000-331,sophisticated-lkh,PAR10,ann_1_nng,149.9511
1000-331,sophisticated-lkh,PQR10,ann_1_nng,103.8345
1000-361,sophisticated-lkh,PAR10,ann_1_nng,238.7988
1000-361,sophisticated-lkh,PQR10,ann_1_nng,156.0885
1000-362,sophisticated-lkh,PAR10,ann_1_nng,10.6157
1000-362,sophisticated-lkh,PQR10,ann_1_nng,6.2845
1000-384,sophisticated-lkh,PAR10,ann_1_nng,47.2019
1000-384,sophisticated-lkh,PQR10,ann_1_nng,36.7935
1000-397,sophisticated-lkh,PAR10,ann_1_nng,211.4314
1000-397,sophisticated-lkh,PQR10,ann_1_nng,145.71
1000-40,sophisticated-lkh,PAR10,ann_1_nng,7.0619
1000-40,sophisticated-lkh,PQR10,ann_1_nng,5.9315
1000-402,sophisticated-lkh,PAR10,ann_1_nng,36.4857
1000-402,sophisticated-lkh,PQR10,ann_1_nng,26.4555
1000-407,sophisticated-lkh,PAR10,ann_1_nng,49.931
1000-407,sophisticated-lkh,PQR10,ann_1_nng,52.6705
1000-420,sophisticated-lkh,PAR10,ann_1_nng,32.653
1000-420,sophisticated-lkh,PQR10,ann_1_nng,30.7865
1000-427,sophisticated-lkh,PAR10,ann_1_nng,1.7354
1000-427,sophisticated-lkh,PQR10,ann_1_nng,1.6255
1000-440,sophisticated-lkh,PAR10,ann_1_nng,3.9221
1000-440,sophisticated-lkh,PQR10,ann_1_nng,3.187
1000-443,sophisticated-lkh,PAR10,ann_1_nng,80.4556
1000-443,sophisticated-lkh,PQR10,ann_1_nng,50.257
1000-450,sophisticated-lkh,PAR10,ann_1_nng,3.196
1000-450,sophisticated-lkh,PQR10,ann_1_nng,2.272
1000-456,sophisticated-lkh,PAR10,ann_1_nng,179.11
1000-456,sophisticated-lkh,PQR10,ann_1_nng,164.7435
1000-458,sophisticated-lkh,PAR10,ann_1_nng,90.3953
1000-458,sophisticated-lkh,PQR10,ann_1_nng,42.994
1000-46,sophisticated-lkh,PAR10,ann_1_nng,81.9785
1000-46,sophisticated-lkh,PQR10,ann_1_nng,40.706
1000-462,sophisticated-lkh,PAR10,ann_1_nng,46.6704
1000-462,sophisticated-lkh,PQR10,ann_1_nng,30.4955
1000-481,sophisticated-lkh,PAR10,ann_1_nng,46.2058
1000-481,sophisticated-lkh,PQR10,ann_1_nng,33.7635
1000-483,sophisticated-lkh,PAR10,ann_1_nng,1.8418
1000-483,sophisticated-lkh,PQR10,ann_1_nng,1.716
1000-492,sophisticated-lkh,PAR10,ann_1_nng,32.0823
1000-492,sophisticated-lkh,PQR10,ann_1_nng,19.529
1000-495,sophisticated-lkh,PAR10,ann_1_nng,234.8155
1000-495,sophisticated-lkh,PQR10,ann_1_nng,180.148
1000-52,sophisticated-lkh,PAR10,ann_1_nng,63.8323
1000-52,sophisticated-lkh,PQR10,ann_1_nng,33.6095
1000-55,sophisticated-lkh,PAR10,ann_1_nng,352.4129
1000-55,sophisticated-lkh,PQR10,ann_1_nng,166.7765
1000-58,sophisticated-lkh,PAR10,ann_1_nng,29.1952
1000-58,sophisticated-lkh,PQR10,ann_1_nng,25.3785
1000-68,sophisticated-lkh,PAR10,ann_1_nng,70.6562
1000-68,sophisticated-lkh,PQR10,ann_1_nng,67.4205
1000-70,sophisticated-lkh,PAR10,ann_1_nng,72.1159
1000-70,sophisticated-lkh,PQR10,ann_1_nng,74.4475
1000-8,sophisticated-lkh,PAR10,ann_1_nng,9.7282
1000-8,sophisticated-lkh,PQR10,ann_1_nng,6.965
1000-85,sophisticated-lkh,PAR10,ann_1_nng,347.7924
1000-85,sophisticated-lkh,PQR10,ann_1_nng,360.4265
1000-90,sophisticated-lkh,PAR10,ann_1_nng,242.4461
1000-90,sophisticated-lkh,PQR10,ann_1_nng,283.835
